u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,4,1024,Allreduce,648.339000008491,207.017822463622,1030.8290000011766,130.20367878653667
experiment,board_instance,number of nodes,rank id,number of banks,buffer size[KB],segment_size[KB],collective name,execution_time[us],throughput[Gbps],execution_time_fullpath[us],throughput_fullpath[Gbps]
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,8,1024,Allreduce,741.3379999974268,362.0959076709028,948.7290000009807,282.9421847542581
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,8,1024,Allreduce,691.2839999984044,388.3142905095729,1005.3179999971462,267.01546774330313
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,8,1024,Allreduce,583.8010000047689,459.80643403798086,1012.2150000029251,265.1960858110424
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,8,1024,Allreduce,627.7629999971168,427.6063673730896,867.3020000031784,309.506326514889
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,8,1024,Allreduce,605.1480000053289,443.58645487985774,1006.9089999973357,266.5935610871591
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,8,1024,Allreduce,655.2790000000641,409.6506312577905,908.3479999958399,295.52050095473254
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,8,1024,Allreduce,589.0529999987848,455.70679718217843,1035.677000004398,259.1883917465195
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,8,1024,Allreduce,704.6120000069322,380.9691801975541,932.4500000076341,287.8818767738777
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,8,1024,Allreduce,625.9920000104557,428.8161126588142,908.4080000008043,295.5009819373699
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,8,1024,Allreduce,561.9829999972126,477.6576088624237,943.1329999927129,284.6209983131478
experiment,board_instance,number of nodes,rank id,number of banks,buffer size[KB],segment_size[KB],collective name,execution_time[us],throughput[Gbps],execution_time_fullpath[us],throughput_fullpath[Gbps]
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,16,1024,Allreduce,734.6069999982774,730.8273838954148,1026.6570000112551,522.9311366835411
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,16,1024,Allreduce,677.221999993094,792.7546831105233,1125.0940000024912,477.17871751054696
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,16,1024,Allreduce,662.8189999986489,809.9811743493991,1054.2520000029754,509.24343705156343
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,16,1024,Allreduce,586.0479999881818,916.0869280516724,1068.8339999944674,502.2958775663751
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,16,1024,Allreduce,570.072000002142,941.7598338420108,940.9290000093051,570.5753696556177
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,16,1024,Allreduce,671.8229999904679,799.1255315873635,946.1149999907548,567.4478387989263
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,16,1024,Allreduce,698.9459999999781,768.1150074541049,1014.6319999932985,529.1287008526697
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,16,1024,Allreduce,585.9460000010586,916.2463981305958,903.5719999985758,594.1650604499101
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,16,1024,Allreduce,693.706000006955,773.9170657232565,918.4639999944011,584.5312521811119
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,16,1024,Allreduce,635.2040000052739,845.1944760982968,972.3019999938742,552.1647718542001
experiment,board_instance,number of nodes,rank id,number of banks,buffer size[KB],segment_size[KB],collective name,execution_time[us],throughput[Gbps],execution_time_fullpath[us],throughput_fullpath[Gbps]
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,32,1024,Allreduce,601.661000004583,1784.629257990498,984.4060000006039,1090.7509950156148
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,32,1024,Allreduce,663.8570000063737,1617.4293921577853,977.3169999931497,1098.6627921212116
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,32,1024,Allreduce,677.5599999997439,1584.7184367442085,947.0199999981332,1133.8111380985792
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,32,1024,Allreduce,655.4200000010724,1638.2500137289724,890.2800000072375,1206.07204923313
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,32,1024,Allreduce,681.5650000078222,1575.406342737196,1026.5349999940554,1045.986570361671
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,32,1024,Allreduce,732.7809999964074,1465.297031453141,905.0179999974262,1186.4314566152868
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,32,1024,Allreduce,684.0879999998606,1569.596051970242,1040.0329999953328,1032.411302338309
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,32,1024,Allreduce,672.2140000050558,1597.3214244153264,970.6520000065666,1106.2067805894758
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,32,1024,Allreduce,676.0600000035311,1588.2345117214327,984.7110000009707,1090.4131506593726
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,32,1024,Allreduce,594.1290000066601,1807.2536839439979,1013.3679999881906,1059.5773934173103
experiment,board_instance,number of nodes,rank id,number of banks,buffer size[KB],segment_size[KB],collective name,execution_time[us],throughput[Gbps],execution_time_fullpath[us],throughput_fullpath[Gbps]
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,64,1024,Allreduce,610.6760000079703,3516.5679476055584,918.5119999983726,2338.002821959653
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,64,1024,Allreduce,727.6030000014089,2951.449688904309,1004.5699999920998,2137.7142936947034
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,64,1024,Allreduce,596.3480000019672,3601.0578521147318,1062.454999996021,2021.2466862201625
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,64,1024,Allreduce,660.5590000106076,3251.009596365373,1085.3560000043672,1978.5984027280995
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,64,1024,Allreduce,753.7050000081535,2849.2363032974026,1019.9320000054968,2105.5164932450657
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,64,1024,Allreduce,635.3339999947138,3380.0861405463393,930.7609999922306,2307.23423952865
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,64,1024,Allreduce,648.6169999959657,3310.86549999978,997.4829999919166,2152.902503619012
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,64,1024,Allreduce,867.8630000105159,2474.450054874996,1000.0630000064348,2147.348365039185
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,64,1024,Allreduce,676.9759999940561,3172.1710193845206,1026.6029999996817,2091.8345728589006
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,64,1024,Allreduce,757.8310000013744,2833.7236771735456,1013.8470000100597,2118.1535754198535
experiment,board_instance,number of nodes,rank id,number of banks,buffer size[KB],segment_size[KB],collective name,execution_time[us],throughput[Gbps],execution_time_fullpath[us],throughput_fullpath[Gbps]
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,128,1024,Allreduce,784.4410000075186,5475.194815108892,1045.4619999933357,4108.200294250177
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,128,1024,Allreduce,692.0030000117094,6206.573231513917,932.183000003306,4607.429330919753
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,128,1024,Allreduce,808.5580000027903,5311.885227757536,1186.7049999949586,3619.237549364203
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,128,1024,Allreduce,709.9629999913759,6049.564971769193,1127.625999998827,3808.8579866059026
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,128,1024,Allreduce,701.1489999939613,6125.612809883478,1048.5510000108889,4096.097658535825
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,128,1024,Allreduce,715.2459999986149,6004.88125205638,1102.8849999945578,3894.3020315093536
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,128,1024,Allreduce,684.10899999094,6278.191481265238,1076.9740000000638,3987.995342505711
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,128,1024,Allreduce,695.6839999929798,6173.733039775732,1196.4109999951233,3589.876134553683
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,128,1024,Allreduce,779.4779999983348,5510.055827116577,1063.2910000083484,4039.315009688108
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,128,1024,Allreduce,698.5699999972894,6148.227516235546,1126.9259999977521,3811.2238922596225
experiment,board_instance,number of nodes,rank id,number of banks,buffer size[KB],segment_size[KB],collective name,execution_time[us],throughput[Gbps],execution_time_fullpath[us],throughput_fullpath[Gbps]
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,1,1024,Allreduce,693.0130000029067,48.41818551724032,1710.8559999883255,19.61265705601697
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,1,1024,Allreduce,766.2329999931217,43.791421147746455,1082.2680000046603,31.0038105163005
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,1,1024,Allreduce,718.5879999980216,46.69495176664845,896.5529999898081,37.426043971055186
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,1,1024,Allreduce,725.3060000067535,46.26244922789494,960.7169999981124,34.92644764281878
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,1,1024,Allreduce,672.7550000107385,49.87615402258535,1073.590999993712,31.254390172976972
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,1,1024,Allreduce,733.7649999925588,45.72912581049829,1030.1379999901883,32.572754330312634
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,1,1024,Allreduce,613.2079999900952,54.719494854179956,1104.6009999944317,30.376970508055987
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,1,1024,Allreduce,726.9769999993514,46.15611222917636,1008.8920000015378,33.258695677980256
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,1,1024,Allreduce,815.0889999996025,41.16658671631732,1013.1720000003952,33.11819908168298
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,1,1024,Allreduce,667.6220000088051,50.25962595534219,1006.1090000021977,33.35069261871895
experiment,board_instance,number of nodes,rank id,number of banks,buffer size[KB],segment_size[KB],collective name,execution_time[us],throughput[Gbps],execution_time_fullpath[us],throughput_fullpath[Gbps]
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,2,1024,Allreduce,678.7899999949332,98.86542818913205,1150.6019999956152,58.325002042631375
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,2,1024,Allreduce,738.9050000057296,90.82204613513188,979.5440000033295,68.5103109199504
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,2,1024,Allreduce,865.3749999893989,77.54888227741972,1115.040999991379,60.18510888883804
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,2,1024,Allreduce,801.2239999999338,83.75793036654612,1035.4749999947899,64.80973852612344
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,2,1024,Allreduce,721.792999996751,92.97522142816858,1075.1960000021654,62.415470295522724
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,2,1024,Allreduce,718.2249999999613,93.43710397160169,902.311999993799,74.37434501642579
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,2,1024,Allreduce,723.9759999890794,92.69487386462022,917.5800000065237,73.1367989706869
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,2,1024,Allreduce,878.4789999936038,76.39210954443831,1133.4209999915856,59.209123530001825
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,2,1024,Allreduce,789.8069999896506,84.96868728800753,876.1650000082,76.59386531004084
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,2,1024,Allreduce,665.2870000039002,100.87205070835081,1226.948999999422,54.69572410917781
experiment,board_instance,number of nodes,rank id,number of banks,buffer size[KB],segment_size[KB],collective name,execution_time[us],throughput[Gbps],execution_time_fullpath[us],throughput_fullpath[Gbps]
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,4,1024,Allreduce,681.7369999936318,196.87610911723104,1043.4159999874737,128.63299777041112
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,4,1024,Allreduce,590.2839999976095,227.37822471986965,1024.8990000008007,130.95702893640754
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,4,1024,Allreduce,762.5089999976353,176.02117220966076,1049.4859999994333,127.88901233563142
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,4,1024,Allreduce,718.2710000108727,186.86224001521472,1092.085999999881,122.90032836243174
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,4,1024,Allreduce,816.5490000067166,164.37192134078418,1156.7889999923864,116.02611020755157
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,4,1024,Allreduce,753.6009999995485,178.10184434479308,1059.0379999939614,126.73551657331022
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,4,1024,Allreduce,830.9349999962024,161.52614584848806,1037.6320000062833,129.35002775472157
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,4,1024,Allreduce,921.6050000020459,145.63476543606214,1089.8740000016005,123.149765936065
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,4,1024,Allreduce,583.5989999951607,229.98279298133298,1080.7140000110849,124.19356832485128
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,4,1024,Allreduce,658.532000002765,203.81352462664907,1019.3370000024515,131.67159437916726
experiment,board_instance,number of nodes,rank id,number of banks,buffer size[KB],segment_size[KB],collective name,execution_time[us],throughput[Gbps],execution_time_fullpath[us],throughput_fullpath[Gbps]
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,8,1024,Allreduce,730.5820000027552,367.426867892978,1147.2860000054652,233.9743150345435
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,8,1024,Allreduce,761.2430000136783,352.6278152904876,1166.7889999955605,230.06340992332062
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,8,1024,Allreduce,669.012000003022,401.2416159931174,1130.629000002159,237.42134334028881
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,8,1024,Allreduce,811.0149999964733,330.9870421646545,889.7270000005619,301.7054175042799
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,8,1024,Allreduce,675.77900000515,397.22373142396305,995.4939999943235,269.6505011597565
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,8,1024,Allreduce,752.8170000057344,356.5746469566379,957.3929999930897,280.38167816344753
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,8,1024,Allreduce,667.7700000068398,401.987894031254,1044.5429999919043,256.9884207754784
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,8,1024,Allreduce,765.2480000075457,350.78230324986555,1153.625000000602,232.68866052647948
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,8,1024,Allreduce,822.8989999992109,326.20705092636814,1046.310000006656,256.55442077232595
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,8,1024,Allreduce,822.5929999952086,326.32839812831327,1140.4400000003534,235.37885026824455
experiment,board_instance,number of nodes,rank id,number of banks,buffer size[KB],segment_size[KB],collective name,execution_time[us],throughput[Gbps],execution_time_fullpath[us],throughput_fullpath[Gbps]
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,16,1024,Allreduce,724.8330000066971,740.682215068905,1050.7289999992508,510.9508845766918
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,16,1024,Allreduce,767.0969999935551,699.8735648875054,1074.608999999782,499.59651556995044
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,16,1024,Allreduce,722.3690000017768,743.208681433837,1153.8739999963354,465.2768950524104
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,16,1024,Allreduce,641.184999992106,837.3104673481284,1111.1629999902561,483.16125717352713
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,16,1024,Allreduce,715.4230000026018,750.4244509864059,1086.108999999169,494.3066598291799
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,16,1024,Allreduce,792.20199999952,677.6944668156925,1067.3010000061822,503.01734187159036
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,16,1024,Allreduce,797.7129999972021,673.012614814956,1040.8450000056746,515.8029408769539
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,16,1024,Allreduce,749.9629999898616,715.863198594141,921.5309999888177,582.585840309783
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,16,1024,Allreduce,577.2439999987,930.0588867120474,1036.775999992301,517.8272953887694
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,16,1024,Allreduce,741.5159999908383,724.0179739973693,1074.164999991467,499.80302095512775
experiment,board_instance,number of nodes,rank id,number of banks,buffer size[KB],segment_size[KB],collective name,execution_time[us],throughput[Gbps],execution_time_fullpath[us],throughput_fullpath[Gbps]
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,32,1024,Allreduce,690.1269999985971,1555.8612023615692,1079.8760000056973,994.3195552029446
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,32,1024,Allreduce,811.5119999985154,1323.137333769512,954.4809999937343,1124.9483478529678
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,32,1024,Allreduce,746.6699999980619,1438.040665893617,1106.0799999995652,970.7632576309328
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,32,1024,Allreduce,694.504000009033,1546.055636808477,1149.9619999995048,933.7193959456595
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,32,1024,Allreduce,824.5349999924656,1302.239230608539,1010.2320000129339,1062.8665732091767
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,32,1024,Allreduce,881.0819999922614,1218.6627623869638,1237.763000005998,867.485798165559
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,32,1024,Allreduce,717.6900000018804,1496.1081023801175,1200.0449999902685,894.7513001668332
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,32,1024,Allreduce,661.3299999997935,1623.6097319043977,1027.1280000040406,1045.3826825826734
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,32,1024,Allreduce,649.4769999960681,1653.2407213904426,965.5559999970365,1112.0451056213162
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,32,1024,Allreduce,661.5969999899107,1622.9544934701553,1078.6620000118319,995.4386304405106
experiment,board_instance,number of nodes,rank id,number of banks,buffer size[KB],segment_size[KB],collective name,execution_time[us],throughput[Gbps],execution_time_fullpath[us],throughput_fullpath[Gbps]
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,64,1024,Allreduce,671.3669999953709,3198.6732264392012,1124.9200000094106,1909.01010559154
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,64,1024,Allreduce,662.9059999880837,3239.499488673511,1050.085999992234,2045.0550221752137
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,64,1024,Allreduce,871.2740000049735,2464.762690023737,1060.1329999957443,2025.6738050873057
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,64,1024,Allreduce,706.9199999989451,3037.8029310292604,1093.296999997051,1964.2271477977097
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,64,1024,Allreduce,679.3200000032584,3161.2254136337797,1104.1610000006585,1944.900832395565
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,64,1024,Allreduce,849.994999995829,2526.466212166587,1030.6369999995013,2083.646956203823
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,64,1024,Allreduce,702.2430000063196,3058.034965077152,1038.4029999954691,2068.06379412364
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,64,1024,Allreduce,807.3850000016591,2659.8012695251796,1010.5380000027253,2125.0894553141084
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,64,1024,Allreduce,702.1479999878011,3058.4487145691646,1068.4989999987238,2009.8134373570447
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,64,1024,Allreduce,630.762000000118,3404.58627501276,1216.7480000044861,1764.9370683100217
experiment,board_instance,number of nodes,rank id,number of banks,buffer size[KB],segment_size[KB],collective name,execution_time[us],throughput[Gbps],execution_time_fullpath[us],throughput_fullpath[Gbps]
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,128,1024,Allreduce,838.3220000069969,5123.290687783636,1145.9119999983614,3748.077772120496
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,128,1024,Allreduce,905.4540000050793,4743.440634174576,1105.0810000057254,3886.563334251289
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,128,1024,Allreduce,792.6199999985784,5418.696596108733,1077.8519999945502,3984.746789004164
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,128,1024,Allreduce,721.8420000043579,5950.010245973594,1138.666000002786,3771.928990581515
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,128,1024,Allreduce,859.0959999992265,4999.4032052341845,1112.1750000029351,3861.7729188200287
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,128,1024,Allreduce,822.1280000100251,5224.207539394872,1069.3719999892437,4016.3453840601783
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,128,1024,Allreduce,774.6830000030513,5544.1610258429355,1074.4689999881984,3997.2928916955016
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,128,1024,Allreduce,795.3509999936159,5400.090395353089,1041.5569999935315,4123.6027370817665
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,128,1024,Allreduce,883.2700000027671,4862.57576503962,977.0300000013776,4395.942085702531
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,4,1,6,128,1024,Allreduce,790.6069999989995,5432.493382939229,1069.4690000008222,4015.981104638562
experiment,board_instance,number of nodes,rank id,number of banks,buffer size[KB],segment_size[KB],collective name,execution_time[us],throughput[Gbps],execution_time_fullpath[us],throughput_fullpath[Gbps]
experiment,board_instance,number of nodes,rank id,number of banks,buffer size[KB],segment_size[KB],collective name,execution_time[us],throughput[Gbps],execution_time_fullpath[us],throughput_fullpath[Gbps]
experiment,board_instance,number of nodes,rank id,number of banks,buffer size[KB],segment_size[KB],collective name,execution_time[us],throughput[Gbps],execution_time_fullpath[us],throughput_fullpath[Gbps]
experiment,board_instance,number of nodes,rank id,number of banks,buffer size[KB],segment_size[KB],collective name,execution_time[us],throughput[Gbps],execution_time_fullpath[us],throughput_fullpath[Gbps]
experiment,board_instance,number of nodes,rank id,number of banks,buffer size[KB],segment_size[KB],collective name,execution_time[us],throughput[Gbps],execution_time_fullpath[us],throughput_fullpath[Gbps]
u280_dual_path_allreduce,xilinx_u280_xdma_201920_3,3,1,6,12,1024,Allreduce,492.9219999212364,612.6524846694907,694.2349996279518,434.9966339378449
experiment,board_instance,number of nodes,rank id,number of banks,buffer size[KB],segment_size[KB],collective name,execution_time[us],throughput[Gbps],execution_time_fullpath[us],throughput_fullpath[Gbps]
